@iot.id,phenomenonDate,result,id,lat,long,weekday
61991663,2021-03-13,560,11822,53.580518,9.999531,Saturday
62217076,2021-03-14,1240,11822,53.580518,9.999531,Sunday
62444221,2021-03-15,1686,11822,53.580518,9.999531,Monday
62677514,2021-03-16,2796,11822,53.580518,9.999531,Tuesday
62904278,2021-03-17,3020,11822,53.580518,9.999531,Wednesday
63125549,2021-03-18,2585,11822,53.580518,9.999531,Thursday
63355151,2021-03-19,2620,11822,53.580518,9.999531,Friday
63577772,2021-03-20,1186,11822,53.580518,9.999531,Saturday
63786185,2021-03-21,2035,11822,53.580518,9.999531,Sunday
64012793,2021-03-22,2808,11822,53.580518,9.999531,Monday
64238807,2021-03-23,2647,11822,53.580518,9.999531,Tuesday
64454697,2021-03-24,3429,11822,53.580518,9.999531,Wednesday
64671161,2021-03-25,3384,11822,53.580518,9.999531,Thursday
64899450,2021-03-26,3616,11822,53.580518,9.999531,Friday
65129946,2021-03-27,879,11822,53.580518,9.999531,Saturday
65358933,2021-03-28,1237,11822,53.580518,9.999531,Sunday
65579680,2021-03-29,3513,11822,53.580518,9.999531,Monday
65794049,2021-03-30,5065,11822,53.580518,9.999531,Tuesday
66025995,2021-03-31,4999,11822,53.580518,9.999531,Wednesday
66214837,2021-04-01,2720,11822,53.580518,9.999531,Thursday
